loggingTime(txt),loggingSample(N),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),SampleIndex
2025-11-20T22:17:34.760+01:00,2350,630417.0256412918,0.2463404465576292,0.0190977061485204,-0.0716889733890547,-0.0307071916759014,-0.037959273904562,0.0024042180739343,-0.0501373410224914,-0.0765171200037002,-0.044547438621521,XArbitraryCorrectedZVertical,-0.0367360860179274,0.0050676061696425,0.1224349055249938,0.9917834959238406,0.9788786768913268,-0.2034358233213425,0.0202554408460855,40.566650390625,-21.20211791992188,7.477874755859375,-1,2,481
2025-11-20T22:17:34.796+01:00,2351,630417.0605572917,0.2465671090171297,0.0178901460549824,-0.0738402627858567,-0.0904175117611885,-0.0321949459612369,0.0080320853739976,-0.0707072615623474,-0.070967674255371,-0.0536528825759887,XArbitraryCorrectedZVertical,-0.037729348420021,0.004332103336274,0.1225551039636051,0.9917348966200804,0.9788646697998048,-0.2036600112915039,0.0186187010258436,40.6697998046875,-21.28125,7.480148315429688,-1,2,482
2025-11-20T22:17:34.830+01:00,2352,630417.0954742917,0.2470040229835102,0.0171434299257763,-0.0773070747009613,-0.1033229157328606,-0.0173748359084129,0.0078587625175714,-0.0816463828086853,-0.0667238235473632,-0.0692406892776489,XArbitraryCorrectedZVertical,-0.0394032996793167,0.0037396659842148,0.1227630404824442,0.9916463987199936,0.9788020253181458,-0.2040890902280807,0.0171470716595649,40.69073486328125,-21.29939270019531,7.0968017578125,-1,2,483
2025-11-20T22:17:34.865+01:00,2353,630417.1303902917,0.2471690854980025,0.0166602118886414,-0.0811956739374781,-0.1193687468767166,-0.0108409542590379,-0.0017476724460721,-0.0571135282516479,-0.0793650448322296,-0.080899953842163,XArbitraryCorrectedZVertical,-0.0413017363582917,0.0032567111615996,0.1228288439413974,0.9915627009638156,0.978790044784546,-0.2042500227689743,0.0158669259399175,40.78826904296875,-21.37467956542969,7.131515502929688,-1,2,484
2025-11-20T22:17:34.900+01:00,2354,630417.1653062917,0.2473638129422462,0.0169067023620703,-0.0857608114459757,-0.1368153393268585,0.0357735864818096,0.0184833761304616,-0.0396757125854492,-0.0798506438732147,-0.0891029834747314,XArbitraryCorrectedZVertical,-0.0435801827501849,0.0030927567410113,0.1228894157591298,0.9914581756208048,0.9787624478340148,-0.204435795545578,0.0151588674634695,40.9344482421875,-21.49461364746094,7.350204467773438,-1,2,485
2025-11-20T22:17:34.935+01:00,2355,630417.2002232918,0.249071468798144,0.0196143955934746,-0.0901436687391163,-0.1080044656991959,0.1061753183603287,0.0831300169229507,0.0231825113296508,-0.0878835618495941,-0.0941791534423828,XArbitraryCorrectedZVertical,-0.0459224157008931,0.0041248153754351,0.1236435074525158,0.9912550051539076,0.9783891439437866,-0.2060922384262085,0.0167560670524835,40.9635009765625,-21.857177734375,7.43414306640625,-1,2,486
2025-11-20T22:17:34.971+01:00,2356,630417.2351392917,0.2527791883801052,0.0244517775094463,-0.0929077253602485,-0.0588273294270038,0.1422980427742004,0.1119361445307732,0.0567054748535156,-0.1143703460693359,-0.08283531665802,XArbitraryCorrectedZVertical,-0.0476027159940973,0.0062618607921801,0.1253447671770942,0.990950864643394,0.9775505065917968,-0.2096957713365555,0.0205641444772481,41.00543212890625,-21.98373413085938,7.196945190429688,-1,2,487
2025-11-20T22:17:35.012+01:00,2357,630417.2700552917,0.2566943465045859,0.0291289743159195,-0.0942939236106017,-0.0334325656294822,0.0938148945569992,0.113002672791481,0.1138784289360046,-0.1569676697254181,-0.0492110252380371,XArbitraryCorrectedZVertical,-0.0485989357048831,0.0083964258870531,0.1271585496498618,0.9906555124303088,0.9766366481781006,-0.2135004103183746,0.0244611911475658,41.23077392578125,-22.04322814941406,7.539077758789062,-1,2,488
2025-11-20T22:17:35.040+01:00,2358,630417.3049722917,0.2602208937392962,0.0317935037995798,-0.0962416917824439,-0.0905626118183136,0.0429700128734111,0.0586814917623996,0.0909219980239868,-0.1639697253704071,-0.0252555571496486,XArbitraryCorrectedZVertical,-0.0497496938261832,0.0095032998526723,0.1288189101430031,0.9903739091993112,0.9758352637290956,-0.2169201672077179,0.0262930635362863,41.26263427734375,-22.35768127441406,7.406509399414062,-1,2,489
2025-11-20T22:17:35.075+01:00,2359,630417.3398875,0.2610743036602948,0.0329139606019173,-0.1002833069090906,-0.1337569952011108,0.0248600840568542,-0.0114025995135307,0.0756329298019409,-0.1408229321241379,-0.0280840396881103,XArbitraryCorrectedZVertical,-0.05182685503512,0.0097725655004701,0.1291677549424113,0.9902193063141982,0.9756518602371216,-0.2177280485630035,0.0264207683503627,41.36041259765625,-22.62332153320312,7.37261962890625,-1,2,490
2025-11-20T22:17:35.110+01:00,2360,630417.3748035,0.2597187991911226,0.0339897240526712,-0.1057466008689077,-0.1733902096748352,0.0313439145684242,-0.0670547559857368,0.0334017872810363,-0.1052620857954025,-0.0136443376541137,XArbitraryCorrectedZVertical,-0.0545936829666074,0.0099847718010299,0.1284045340499916,0.9901677504381372,0.975951850414276,-0.2163778841495514,0.0264310967177152,41.692138671875,-22.66903686523438,7.270706176757812,-1,2,491
